"","Año","Clave_Ent","Entidad","Cve..Municipio","Municipio","Bien.jurídico.afectado","Tipo.de.delito","Subtipo.de.delito","Modalidad","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"3268",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,1,0,0,0,0
"3269",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3270",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3271",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3272",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,0,0,0,0,1,0,0,0,0
"3273",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3274",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3275",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3276",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3277",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3278",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3279",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,2,0,0
"3280",2016,16,"Michoacán de Ocampo",16092,"Tiquicheo de Nicolás Romero","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0
"3281",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3282",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3283",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3284",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3285",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,1,0,0
"3286",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3287",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,1,0,0,0,0,0,0,0,0,0
"3288",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,0,2,1,0,2,0,2,3,0
"3289",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3290",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3291",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3292",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3293",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3294",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3295",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,1,0,0,0
"3296",2016,16,"Michoacán de Ocampo",16093,"Tlalpujahua","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,1,0,1,0,0,0,0,0,0,0,0
"3297",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,1,0,0,0,0,0,0,0,0,0,0
"3298",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3299",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3300",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3301",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3302",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,1,0,0
"3303",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3304",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,1,0,0,0,0,0,0,0,0
"3305",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3306",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3307",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3308",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3309",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3310",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3311",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,1,0,0,0,0,0,0,0,1,1,0
"3312",2016,16,"Michoacán de Ocampo",16094,"Tlazazalca","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0
"3313",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3314",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,1,0,0,0,0,0,0,0
"3315",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3316",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,1,0,0,0,0,0,0
"3317",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",1,0,0,1,0,0,0,0,0,0,0,0
"3318",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3319",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3320",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3321",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3322",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3323",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3324",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3325",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3326",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3327",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",1,0,0,0,0,0,0,0,0,0,0,0
"3328",2016,16,"Michoacán de Ocampo",16095,"Tocumbo","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,1,0
"3329",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,1,0
"3330",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3331",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3332",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3333",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3334",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3335",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3336",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3337",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3338",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3339",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3340",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3341",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3342",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3343",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0
"3344",2016,16,"Michoacán de Ocampo",16096,"Tumbiscatío","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0
"3345",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,1,0,0,3,1,0,1,0,0,0,0
"3346",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,1,0,0,0,0,0,0,0
"3347",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3348",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,1,0,0,0,1,0,0,0,0,0,0
"3349",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3350",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3351",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,1,0,0
"3352",2016,16,"Michoacán de Ocampo",16097,"Turicato","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3353",2016,16,"Michoacán de Ocampo",16097,"Turicato","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3354",2016,16,"Michoacán de Ocampo",16097,"Turicato","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3355",2016,16,"Michoacán de Ocampo",16097,"Turicato","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3356",2016,16,"Michoacán de Ocampo",16097,"Turicato","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3357",2016,16,"Michoacán de Ocampo",16097,"Turicato","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3358",2016,16,"Michoacán de Ocampo",16097,"Turicato","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,1,0,0,0,0
"3359",2016,16,"Michoacán de Ocampo",16097,"Turicato","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0
"3360",2016,16,"Michoacán de Ocampo",16097,"Turicato","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,1,0,0,0,0,0,0
"3361",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,1,0,0,0,0,0,0,0,0,0
"3362",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,1,0
"3363",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3364",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3365",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3366",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,1,0,0
"3367",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,1,0,0,0,0,2,0,0,0,0
"3368",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,1,0,0,1,1,0,0,1,0,0,1
"3369",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3370",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3371",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3372",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3373",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3374",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3375",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0
"3376",2016,16,"Michoacán de Ocampo",16098,"Tuxpan","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",1,0,0,1,1,0,0,0,0,0,0,0
"3377",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,1,1,0,1,1,0,0,0,0,0,0
"3378",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,1,0,0,0
"3379",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3380",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3381",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,1,0,0,0,0,0,1,0
"3382",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,1,0,0,0,0,0,0,0,0
"3383",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3384",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,0,0,0,1,0,0,0,0,0,0,0
"3385",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3386",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3387",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3388",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3389",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3390",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3391",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,1,0,0,0
"3392",2016,16,"Michoacán de Ocampo",16099,"Tuzantla","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,1,0,0,0,0,0,0,0,0,0,0
"3393",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",0,0,0,0,0,1,0,0,0,0,0,0
"3394",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3395",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3396",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3397",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,0,0,0,0,0,0
"3398",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3399",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,1
"3400",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","No especificado",0,1,0,1,0,0,1,1,0,2,0,3
"3401",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Libertad personal","Secuestro","Secuestro","Secuestro extorsivo",0,0,0,0,0,0,0,0,0,0,0,0
"3402",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Libertad personal","Secuestro","Secuestro","Secuestro con calidad de rehén",0,0,0,0,0,0,0,0,0,0,0,0
"3403",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Libertad personal","Secuestro","Secuestro","Secuestro para causar daño",0,0,0,0,0,0,0,0,0,0,0,0
"3404",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Libertad personal","Secuestro","Secuestro","Secuestro exprés",0,0,0,0,0,0,0,0,0,0,0,0
"3405",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Libertad personal","Secuestro","Secuestro","Otro tipo de secuestros",0,0,0,0,0,0,0,0,0,0,0,0
"3406",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","El patrimonio","Extorsión","Extorsión","Extorsión",0,0,0,0,0,0,0,0,0,0,0,0
"3407",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Otros bienes jurídicos afectados (del fuero común)","Narcomenudeo","Narcomenudeo","Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0
"3408",2016,16,"Michoacán de Ocampo",16100,"Tzintzuntzan","Otros bienes jurídicos afectados (del fuero común)","Amenazas","Amenazas","Amenazas",0,0,0,0,0,0,0,0,0,0,0,0
"3409",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma de fuego",1,1,0,1,1,0,0,0,2,0,0,1
"3410",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3411",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Homicidio","Homicidio doloso","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
"3412",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Homicidio","Homicidio doloso","No especificado",0,0,0,0,0,0,0,0,0,0,0,0
"3413",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma de fuego",0,0,0,0,0,0,1,0,0,0,0,0
"3414",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con arma blanca",0,0,0,0,0,0,0,0,0,0,0,0
"3415",2016,16,"Michoacán de Ocampo",16101,"Tzitzio","La vida y la Integridad corporal","Lesiones","Lesiones dolosas","Con otro elemento",0,0,0,0,0,0,0,0,0,0,0,0
